,Operating_Cash_Flow_(ttm),Gross_Profit_(ttm),Enterprise_Value,Revenue_(ttm),EBITDA,Market_Cap_(intraday),Float_8,Operating_Margin_(ttm),Return_on_Assets_(ttm),Profit_Margin,Quarterly_Revenue_Growth_(yoy),Price/Book_(mrq),Revenue_Per_Share_(ttm),Enterprise_Value/Revenue,PEG_Ratio_(5_yr_expected),Current_Ratio_(mrq),50-Day_Moving_Average_3,Diluted_EPS_(ttm),Enterprise_Value/EBITDA,Total_Cash_Per_Share_(mrq),Beta_(5Y_Monthly),Forward_Annual_Dividend_Rate_4,Book_Value_Per_Share_(mrq),Price/Sales_(ttm),Forward_P/E,200-Day_Moving_Average_3,LogReturn,Cost_of_Equity
DIS,0.186218428231981,0.2218530823181986,0.17112743086179344,0.1435603892386949,0.20422994712566092,0.13811074349864258,0.1364214808416648,0.5228810055403953,0.20200788813194692,0.5613918806959404,0.2823411705852926,0.0026627552747376737,0.09662561416419557,0.045071704985203735,0.024567474048442905,0.01870727159726538,0.029373742122195942,0.272251061821614,0.8150620395282044,0.011297999663294511,0.16654804270462634,0.0955584303579129,0.24559690384042873,0.037194712077078196,0.06379023578906173,0.03535509373540596,0.25155328842158475,2.8022667623061386
IPG,0.04550602833758691,0.03935031376891843,0.009841333601124724,0.05586720091585575,0.0932838339520756,0.0075074419700924475,0.03894966678402893,0.3904076738609113,0.22079598422373609,0.44966859983429996,0.23561780890445222,0.006927676858851405,0.14498387480790456,0.026405645344866835,0.1231833910034602,0.06929770043505282,0.01053679246668919,0.2712757590058204,0.8089659321822248,0.0043802323267879825,0.22562277580071174,0.07408365674859854,0.17945817207502235,0.022854582119650458,0.04241267977692985,0.010082393755420641,0.43819188820876925,3.7076026369724344
LYV,0.018057437883188126,0.04481358434846807,0.01440834111965909,0.02439011093847957,0.0768178647766903,0.013600691383027944,0.037314869461915104,0.353626064665509,0.1423449264969523,0.33019884009942013,0.2614307153576788,0.06889315130317049,0.08993311833077204,0.01775552014568632,0.07889273356401383,0.018023617153511497,0.02930028940371083,0.20644958313669975,0.8139381761627444,0.0018539208333971037,0.33309608540925273,0.06692539887882708,0.19368264364394167,0.01882142056912391,0.4957929752470404,0.02742010807925812,0.4250549509462439,5.354659469196661
NWS,0.0404059960691132,0.051974898486526394,0.007937686107739463,0.03534767083708125,0.09094386320170998,0.006032142327132421,0.05626549878542715,0.4335069875134375,0.2389386877016852,0.46408450704225357,0.3048524262131066,0.0021211779307232317,0.06803315945542301,0.023901661734577737,0.49065743944636675,0.029055313859540088,0.0038158687253015233,0.23861884536731165,0.8117245058974446,0.00255590076370927,0.204982206405694,0.040620957309184996,0.1787496278654362,0.021286130405556797,0.10018589179140983,0.002993862165588098,0.3774411303634796,3.39128046389626
PARA,0.01954032092463845,0.08888888888888889,0.018259297746186155,0.02903480797012566,0.06792374845314433,0.005351234799612407,0.05867640689076949,0.27983130736789874,0.11466475439225528,0.25532311516155765,0.44582291145572783,0.0,0.05524122854483667,0.012064648304120192,0.07543252595155707,0.011187072715972654,0.0024423028896299443,0.19933931099575272,0.8423866771106494,0.0016274098675114917,0.37153024911032034,0.04113842173350582,0.1061208693063412,0.003136903428187317,0.13183641522355932,0.0032106878377476814,0.06885891643163466,5.943673170786782
WBD,0.05916676933908299,0.1119232188999631,0.06362374145323402,0.0547768964483332,0.09376982787715153,0.023465120948381973,0.053255029902048945,0.3465145125279087,0.15173897454284688,0.3666528583264292,0.23901950975487743,0.0004287487306781001,0.17511309279019932,0.03528340541770999,0.04532871972318338,0.017650714729645745,0.001252368850171145,0.2224948875255624,0.8029606420778985,0.00975833728707204,0.23416370106761564,0.04320827943078913,0.2130276868115511,0.012099484651579655,0.04592505625672634,0.0006754953632663952,0.14466801513108704,3.838494570659128
APTV,0.027398867669922854,0.032336655592469545,0.02678204982666329,0.04639245509308474,0.08313646079424009,0.02195490297067733,0.030978573364506105,0.3468948978748036,0.2574399426317676,0.373860811930406,0.35967983991996,0.006363533792169695,0.13746455704421978,0.037104484407011154,0.03771626297577854,0.02346177750155376,0.03409675192078859,0.23053327041057106,0.8170032580685442,0.00202533453731054,0.4697508896797153,0.03389391979301423,0.18297112235784463,0.032041227873627606,0.10409940318951177,0.03824888251384348,0.3360658996757734,7.448930408183755
BBWI,0.02241192173428379,0.03676633444075305,0.007422478758612259,0.01744487148036089,0.07492406344920689,0.0034307263886585258,0.021567216918404516,0.42107004051930874,0.6618859806382215,0.4358947804473903,0.26463231615807903,0.004856143517996164,0.06350511893681955,0.033007056681083544,0.03494809688581314,0.022218769422001242,0.010467012384128336,0.23737612081170367,0.8078534209719715,0.0022804144538483913,0.3523131672597865,0.03406640793445451,0.05596903840428699,0.020389872283217567,0.04617943449760297,0.01137500833944893,0.4113496246427949,5.649166319991721
BBY,0.04822670069523893,0.0859357696566999,0.014076512657509366,0.11996074903916917,0.08842389470131623,0.011863504229483294,0.021587480907522754,0.3130736789878442,0.3689494442452492,0.3660936205468103,0.22761380690345173,0.013516867877693784,0.4308997640743706,0.002959253357614387,0.0588235294117647,0.012119328775637041,0.02564601665907655,0.25939908761994657,0.8070928265731249,0.0028262854752393925,0.298932384341637,0.15825786977145323,0.1222387615361715,0.004481290611696168,0.04691321788474708,0.02784125025018347,0.35489286409148413,4.8310917344498865
BKNG,0.1196573674792455,0.12070874861572536,0.08817031532436231,0.046501485539837004,0.12093598830014625,0.0900631148900509,0.001597055642381121,0.5145125279087075,0.5865901756902114,0.5650372825186414,0.4842421210605302,0.22507051788333524,0.9999999999999998,0.12497154564079217,0.03529411764705882,0.021597265382224985,0.9999999999999999,1.0,0.817389231345571,0.20022242968722104,0.22775800711743777,0.3326433807675722,0.17011015183090206,0.1366793636567331,0.08560806183348008,0.9999999999999998,0.3764795847237615,3.740325620394109
BWA,0.027985567191762744,0.03565891472868218,0.008339373193499654,0.042957996020388696,0.08471144110698617,0.005604392726510874,0.02650276476801532,0.36161415695030186,0.3241305127285765,0.3940555095277548,0.384192096048024,0.002211440821392305,0.1491742602973961,0.012747552925108128,0.05951557093425605,0.02206339341205718,0.012461253690999102,0.2450055057417021,0.8057419201035316,0.0017906610140957162,0.24911032028469754,0.01854247520482967,0.1798154212563263,0.010531032937485996,0.033362684668819094,0.011983788111281604,0.3368609456606574,4.067555454610842
CCL,0.021531872451523954,0.04090070136581765,0.043032912144048474,0.044647967945048654,0.0723365957925526,0.016612397754751075,0.12484896995610315,0.23112544447200858,0.05772678379347436,0.1303852526926264,0.8059029514757378,0.007965700101545754,0.023138027315426066,0.06282722513089004,0.04712802768166089,0.004972032318210069,0.0024606660692512226,0.19167846468459968,0.8717774069407077,0.0019845217506644836,0.5978647686832741,0.02311341095299698,0.09800535873771957,0.023974904772574503,0.07014969181097738,0.0,0.06633535456648892,9.412309413484158
CZR,0.03282583824694183,0.05278700627537837,0.017124095112516047,0.02810259765039387,0.0997862526718416,0.006957478197864743,0.022937569182525354,0.46167204167700326,0.2621011115095016,0.39819801159900586,0.29364682341170584,0.006724585354845989,0.10785480833748184,0.04142954700660141,0.16927335640138408,0.00901180857675575,0.01504311674575076,0.20575743275129782,0.8063776407951049,0.0026069167470168407,0.7829181494661923,0.045450625269512726,0.147127121167014,0.019717678691463143,0.3048625379121417,0.015186136500100072,0.35428049127398387,12.248301310029182
DHI,0.05570711959869753,0.0871170173495755,0.03599465581529379,0.09128574154332597,0.13072336595792552,0.03387078470227756,0.03502503869155422,0.43289506325973703,0.5693797059878092,0.4814623032311517,0.3366683341670835,0.0034299898454248,0.21075301400402582,0.022763487366264514,0.023875432525951555,0.08312616532007458,0.04034023299202304,0.32342299826962406,0.8063435843294849,0.004662860874311922,0.29537366548042704,0.042690815006468305,0.27481393271807086,0.023974904772574503,0.031210253399863018,0.0366810661151511,0.5382114027668774,4.776553428747097
DRI,0.028718941594062606,0.04215577703949798,0.01723761537588306,0.025567639763403933,0.07548655641804478,0.01367925763620333,0.012197654949859292,0.3743487968246093,0.36428827536751524,0.4326843413421707,0.3151575787893947,0.019564481552521724,0.17887058721672688,0.04575460960619166,0.0629757785467128,0.004816656308266004,0.057333519413553496,0.27575900582035556,0.8155047735812644,0.0014998699092425658,0.18505338078291816,0.22552824493316087,0.13831497469484966,0.03898722832175666,0.07264455532726738,0.05833444525985722,0.4203323567271553,3.085865951960641
ETSY,0.016108128721875094,0.026208933185677373,0.007579660661735811,0.004252187423337966,0.06279750253121837,0.006713049854652433,0.012433223823358807,0.3969238402381543,0.37540337038365007,0.05778790389395194,0.32066033016508255,0.007076610628455378,0.03883032834787125,0.10949237423173229,0.0657439446366782,0.04055313859540087,0.029884238515667468,0.1692622306119239,0.7705956475836937,0.004397577761112557,0.20640569395017794,0.0413109098749461,0.0729979160464424,0.10127716782433342,0.12224831229820954,0.04079658416171859,0.45633666929943456,3.413095786177374
EXPE,0.05893396696881692,0.08667404946474715,0.011919627653536158,0.029901600021806092,0.07346158173022838,0.011706371723132523,0.014886433005985475,0.36161415695030186,0.20939404804589457,0.36391880695940354,0.375687843921961,0.020940990635225094,0.16060258435964583,0.027316184839517414,0.025259515570934254,0.009788688626476073,0.037089950199056865,0.22833097372974678,0.8101806127893381,0.02043190131468189,0.3238434163701068,0.04527813712807245,0.12063114022030368,0.03136903428187318,0.043684570981312974,0.03756504770164787,0.2514072572082411,5.21285987436941
F,0.19402153187245155,0.13983019564414914,0.13177956111319716,0.45986316678932593,0.21374732815839803,0.04298447007062234,0.4934002720440539,0.31605060778963034,0.16636787378988882,0.3610190555095278,0.3426713356678339,0.0016924292000451316,0.08441375727798098,0.013430457546096064,0.024913494809688578,0.015692977004350527,0.001704103068854578,0.21865659902469722,0.8066500925200649,0.0037394715764449003,0.3202846975088968,0.02544200086244071,0.11667162846085145,0.0024647098364328933,0.018638098033460518,0.0006880045366602179,0.4084799572011586,5.15832156866662
GM,0.3211886532312476,0.16891842008121077,0.1161661587362575,0.4596178482841333,0.24985937675779052,0.041884542526166926,0.1704429454721383,0.3353179525345241,0.197561850125493,0.3984051367025684,0.408704352176088,0.0005641430666817105,0.25300318174931274,0.010926473935806966,0.05951557093425605,0.01476072094468614,0.010294398495688325,0.2638036809815951,0.8043683093235251,0.010121571088221941,0.23843416370106757,0.015092712376024149,0.23655849955343855,0.0024647098364328933,0.007191077194012324,0.010687003802788711,0.32028163926835523,3.903940537502474
HLT,0.0345859368124615,0.03300110741971207,0.03873660679200468,0.00839534439992368,0.08572392845089437,0.03138285335172365,0.029511967152073642,0.737368725709088,0.440301183219792,0.6551367025683513,0.37918959479739867,0.007076610628455378,0.0264063548408043,0.10721602549510584,0.04117647058823529,0.008545680546923555,0.0499294853902543,0.25035394053798965,0.821260316271044,0.001520276302565594,0.18861209964412812,0.02544200086244071,0.06796665674307831,0.09097019941743222,0.10600723999608647,0.05383531256254586,0.448403146530279,3.1404042576634295
IP,0.036346035377981166,0.05721668512366187,0.011334561680798484,0.05214381115926622,0.08684891438857015,0.006957478197864743,0.04053431073307513,0.344662201273464,0.24632484761563284,0.38898094449047227,0.2176088044022011,0.002256572266726842,0.11720525529750436,0.012519918051445481,0.08027681660899652,0.021597265382224985,0.008351574091757135,0.24854491112159827,0.8061733020013849,0.0010509292561359474,0.12099644128113879,0.07934454506252696,0.15650491217624296,0.009410710284561953,0.06623618041287543,0.009778003869504302,0.2905849556009081,2.1041764493104402
KMX,0.014302120918771453,0.033444075304540424,0.023978972554293248,0.07754790525254177,0.06808459894251322,0.00770822239487399,0.016874836938212567,0.2987678822459274,0.15740408748655432,0.35190555095277554,0.20160080040020012,0.004061830080108316,0.3968745265253998,0.018666059640336897,0.042560553633217986,0.036357986326911125,0.026108768785532754,0.23619631901840493,0.8243821589528771,0.0008009509379288531,0.2597864768683274,0.12315653298835708,0.1937779100922894,0.006049742325789828,0.13002641620193717,0.024463773433851487,0.328169565689399,4.231170371719208
LEN,0.0771216521458535,0.06592838685861943,0.027925984788284713,0.08866901082127183,0.12419844751940601,0.02762040278299128,0.02955756112758968,0.42288927478706695,0.4671925421297956,0.46685998342999174,0.26413206603301653,0.002211440821392305,0.24672626133633466,0.01730025039836103,0.1217993079584775,0.17246737103791174,0.04093887264767669,0.3279848985370458,0.8050607907911317,0.0070963232780830235,0.2669039145907473,0.06425183268650281,0.3432866924679965,0.019493614160878334,0.031797280109578316,0.03810711188204683,0.5017738276984525,4.340246983124786
LKQ,0.023878670538883515,0.051310446659283866,0.01172751643860737,0.03213672418022733,0.07728653391832602,0.009052578282541706,0.030604956065138595,0.37385264202431157,0.35066332018644675,0.41652858326429165,0.2991495747873937,0.0045357102561209535,0.09640483972208391,0.024812201229228316,0.2529411764705882,0.028433809819763827,0.01710346549925813,0.24579204027056792,0.8097605830466914,0.0035813220281914328,0.22775800711743777,0.04700301854247521,0.15040190532896697,0.021286130405556797,0.049212405831131976,0.018421842684635398,0.4175987678372025,3.740325620394109
LVS,0.02255859661474376,0.03181985972683647,0.04331234663849035,0.015455065827132226,0.07672404094948813,0.0356254310231945,0.0487361603286819,0.35268337054494336,0.16206525636428826,0.3435169842584922,0.9999999999999999,0.022520591221933887,0.011861215125213738,0.1750512178465741,0.12290657439446365,0.03993163455562461,0.017915118038518606,0.21346547113418282,0.8297290240552169,0.0038006907564139846,0.1672597864768683,0.00819318671841311,0.10107174754391189,0.14496975128837103,0.12645533705116915,0.017696310627793713,0.2924283535593498,2.8131744234466955
MAR,0.04778667605385902,0.044370616463639725,0.059737855514901704,0.01324719928039905,0.10653616829789628,0.0503173203669917,0.027044826476928185,0.8403208467708592,0.46683399067766224,0.8189726594863298,0.3536768384192096,1.0000000000000002,0.03385208112378519,0.06760755747780559,0.042560553633217986,0.0040397762585456815,0.06389651981019817,0.27992763882334437,0.8178773740194576,0.0009131861012055077,0.3131672597864769,0.08926261319534283,0.08195891634415005,0.06161774591082232,0.10380588983465414,0.06564397224631395,0.40728631588533526,5.049244957261043
MGM,0.036786060019361085,0.060538944259874494,0.03570648899290061,0.03726115517758334,0.08009899876251547,0.011985718401089453,0.03318101568179457,0.20995617299264036,0.040516314091072064,0.36205468102734056,0.3886943471735868,0.007401557034864041,0.0772710547390749,0.06601411336216707,0.1881660899653979,0.028589185829707892,0.012975422720394881,0.2505899008966494,0.8073993347637048,0.005535234188871373,0.32811387900355876,0.0,0.12146472164334625,0.026663679139592198,0.20947069758340667,0.012359063313096271,0.4131527672598581,5.278305841212757
MHK,0.020466426119862716,0.03499446290143965,0.0043137700079464185,0.027830021533513237,0.07346158173022838,0.0020951000846769624,0.0036551170372021518,0.33432564293392875,0.21548942273216204,0.3065451532725767,0.2511255627813907,0.0008123660160216633,0.3781519880522066,0.012064648304120192,0.06705882352941175,0.024549409571162212,0.03450441450838096,0.19576844423470194,0.8219982063594773,0.004525117719381483,0.21708185053380785,0.09064251832686504,0.46784757368264374,0.008962581223392337,0.041189707465022984,0.038148809126692905,0.18374809478671675,3.576710703285742
NCLH,0.03326586288832175,0.017029678848283502,0.013823275146921419,0.016490855071278655,0.06536967037912027,0.0032823234659939077,0.05039400793841774,0.2592408831555445,0.08031552527787736,0.2127174813587407,0.7123561780890444,0.005533115198014218,0.02935001406895954,0.06897336671978146,0.04103806228373701,0.001864512119328776,0.0036763085601798115,0.18570080226521948,0.8075355606261848,0.0010305228628129193,0.6690391459074734,0.017593790426908153,0.08431080678773445,0.025095227425498544,0.1113393992760004,0.001938921876042431,0.09482642904476002,10.503075527539936
PHM,0.035612660975681304,0.04850498338870432,0.012539622938079063,0.04320331452558127,0.09956125548430644,0.012308712997477152,0.024520693332387686,0.4568758786074589,0.6633201864467551,0.5044531897265949,0.3231615807903952,0.003226898341419384,0.15488842232852099,0.018210789893011607,0.014878892733564013,0.09213797389683033,0.024456082619617753,0.307456347333648,0.803925575270465,0.003979246697990481,0.23843416370106757,0.027166882276843468,0.21557011015183095,0.020613936813802372,0.020448097055082673,0.01953098939222096,0.5415458843847984,3.903940537502474
RCL,0.05336032151133797,0.030343300110741975,0.03754027786267541,0.029710796739989644,0.08932388345145686,0.020121690396584988,0.02585305061691182,0.37492764409162327,0.19433488705629257,0.3308823529411765,0.5897948974487244,0.017375606453796686,0.0943918962793013,0.08308672888686545,0.11044982698961936,0.0,0.03192989672547781,0.18145351580934405,0.8168783843612709,0.0013978379426274252,0.6298932384341638,0.02138852953859422,0.12328073831497471,0.04682948689222495,0.09436454358673318,0.02476816331976783,0.3035022151370704,9.903154164809258
RL,0.012012672709671744,0.04363233665559247,0.0044447549272160465,0.014528307029738055,0.06881426482168973,0.003605318062381605,0.0019580079485497317,0.3761680310923675,0.33273574757977764,0.4197390223695112,0.2891445722861431,0.006905111136184136,0.1986537087941819,0.02754381971318006,0.043944636678200685,0.03154133001864512,0.04128777306048097,0.2725342142520057,0.8098627524435514,0.012162210420524752,0.24911032028469754,0.1289348857266063,0.1944924084548973,0.026887743670177006,0.04994618921827609,0.04275635466008406,0.33167824272589363,4.067555454610842
ROST,0.042946404998679924,0.05470653377630122,0.030842582324021758,0.04838226074631341,0.08471144110698617,0.02999484954562517,0.03919942044991122,0.36715455222029275,0.4324130512728577,0.4205675227837614,0.3016508254127064,0.019248561435179962,0.11227029717971472,0.04097427725927612,0.06712802768166089,0.02579241765071473,0.03639214937344831,0.24830895076293852,0.8162199593592844,0.006565757051684293,0.09964412811387902,0.05735230702889177,0.12182197082465021,0.04167600268877436,0.10409940318951177,0.04030872639935953,0.3672417402369896,1.776946615093707
TPR,0.017888468420898238,0.04710225175341455,0.006758821834312809,0.015155232098563525,0.07301158735515806,0.004766352692640089,0.026181073940763296,0.4241296617878111,0.4646826819648619,0.4756628003314002,0.30815407703851927,0.008823197562901952,0.052552975043830205,0.035511040291372635,0.030449826989619372,0.027035425730267248,0.012284967166634837,0.24185936762623883,0.8088978192509848,0.0013825331476351541,0.2740213523131672,0.0513152220784821,0.11324799047335518,0.030696840690118753,0.03057430779767146,0.012121389018613652,0.3164895407999776,4.449323594530363
TSLA,0.21074246824488843,0.16670358065706906,0.7042971785848389,0.2532777278054897,0.2469344133198335,0.7194573690780687,0.3401538543373802,0.39171421483502855,0.4585873072785945,0.4700704225352113,0.5192596298149075,0.035495881755613225,0.05703339754550766,0.18893694513999545,0.09792387543252594,0.021597265382224985,0.08841136460460401,0.23714016045304392,0.850253720668869,0.003657846003152788,0.4839857651245551,0.2389823199655024,0.13215242631735635,0.21151691687205915,0.35148224244203113,0.07673543932216959,0.8161979281309757,7.6670836309949095
ULTA,0.02593211886532313,0.031598375784422296,0.016119877398115563,0.025594897375091998,0.07908651141860727,0.015320419369200283,0.003227040267079377,0.4098238650458943,0.811043384725708,0.459817729908865,0.34467233616808407,0.023536048741960965,0.43918962793013133,0.04302299112223993,0.05986159169550172,0.022374145431945307,0.1629658738669918,0.40270567877929847,0.8121104791744712,0.006468826683399909,0.2206405693950178,0.10858128503665374,0.20452515629651685,0.04369258346403765,0.0666764504451619,0.19546000400293545,0.4389434107207543,3.6312490089885303
VFC,0.004020358473407845,0.07777039497969732,0.008767257263113771,0.02815711287377,0.07166160422994713,0.0026799821916492807,0.045711759952784904,0.3501199040767386,0.26066690570096807,0.3463131731565866,0.2446223111555778,0.0047613674827936365,0.05644899461050625,0.021625312997951285,0.015570934256055362,0.018178993163455566,0.0036212190213159782,0.21535315400346078,0.83322548785887,0.0010101164694898913,0.2775800711743773,0.0513152220784821,0.1050312593033641,0.009858839345731571,0.02666079639956951,0.005545733537927813,0.016265267337294054,4.5038619002331535
WHR,0.02358532077796357,0.035437430786267994,0.008749792607211156,0.04917273148526726,0.07391157610529869,0.002950599285920055,0.003809629954228715,0.3234102373273795,0.22839727500896378,0.25165700082850045,0.25312656328164085,0.007694911429538531,0.7489448280340252,0.01024356931481903,0.039446366782006914,0.010410192666252331,0.04975319886589003,0.0,0.7601630169487678,0.012131600830540209,0.2918149466192171,0.3014230271668823,0.19342066091098542,0.004481290611696168,0.028617552098620484,0.054344018947227964,0.3581943598428102,4.722015123044309
WRK,0.034292587051541555,0.04245108896271687,0.011098788826113152,0.054542480987815854,0.09337383282708966,0.003421996804972372,0.028919245470365184,0.3448275862068966,0.23054858372176407,0.2750621375310688,0.2736368184092046,0.0008800631840234687,0.17185775199670997,0.011381743683132255,0.40934256055363316,0.020665009322560598,0.007473814105860056,0.17437470504955171,0.822009558514684,0.0006734109796599274,0.1779359430604982,0.04700301854247521,0.19627865436141712,0.00425722608111136,0.034438900303297125,0.008710554406564815,0.23742181165594006,2.9767893405550625
WYNN,0.009146645545483882,0.026725729051310446,0.015386361850205647,0.008504374846675935,0.06594510068624143,0.006940019030492437,0.009079533624290443,0.2900024807740015,0.11079239870921476,0.2798260149130075,0.5297648824412206,0.02601827823536049,0.07356983615073266,0.11336216708399725,0.015570934256055362,0.045059042883778745,0.03514712579512568,0.19592575114047509,0.8257898261985037,0.017309723136258594,0.4697508896797153,0.042690815006468305,0.0652872878832986,0.06072148778848309,0.14127776147148027,0.035968043231703245,0.24653128728843007,7.448930408183755
ACGL,0.07169468156883453,0.03381321520856405,0.023577285468533056,0.029111129282852234,0.08696141298233773,0.02119542918998193,0.042498651178224316,0.4547258744728355,0.21405521692362853,0.5345898922949461,0.49724862431215605,0.003610515626762948,0.06220644574792752,0.05440473480537219,0.15384083044982697,0.02346177750155376,0.023949258862070482,0.25381469246499927,0.8055625560512663,0.0035456108398761333,0.003558718861209953,0.06683915480810695,0.19508782375707057,0.05086264844275151,0.044222678798552,0.023183668023217027,0.5075273060777615,0.30441236111840564
AFL,0.07016926281205083,0.07242524916943523,0.03698140887379166,0.048736609698258236,0.11452356845539433,0.034132672212862175,0.07174718647176087,0.4973951872984371,0.18608820365722478,0.5856462303231151,0.2621310655327664,0.0038813042987701687,0.05943594294495789,0.048486228090143406,0.1784083044982699,0.27750155376009944,0.02203581554553334,0.2674217398143779,0.8071563986422822,0.003989449894651995,0.08185053380782914,0.07201379905131523,0.18627567728490624,0.0481738740757338,0.043439976518931604,0.023779938621655877,0.43969442107809265,1.5042550865797615
AIG,0.07477485405849395,0.19712070874861573,0.05500493376529248,0.13593370948837463,0.19327258409269885,0.034246156800782176,0.08684259186552816,0.3987430745059125,0.132664037289351,0.42895608947804476,0.23311655827913957,0.0011959833013652265,0.14116577563256205,0.02185294787161393,0.15328719723183387,0.010410192666252331,0.017676396703441996,0.2758376592732421,0.8070428770902156,0.009432855313569742,0.10818505338078292,0.06166451056489866,0.2583209288478714,0.015012323549182163,0.028030525388905193,0.01923076923076923,0.36498806526283006,1.9078385487804002
AMP,0.03029863005661651,0.07065337763012182,0.02583895840792197,0.038024368304849135,0.08369895376307797,0.02741962235820974,0.009901491682898967,0.5247663937815266,0.16278235926855503,0.492854183927092,0.3536768384192096,0.018752115536500056,0.2934352070301508,0.046892783974504894,0.04463667820069204,0.15366687383467992,0.11714239544005524,0.3638508730533271,0.8139517987489926,0.03638970089328988,0.27046263345195726,0.2324277705907719,0.20235189044358443,0.05624019717678691,0.03722727717444477,0.12816899059310158,0.5208898847162078,4.394785288827575
AXP,0.24785121300126142,0.22524916943521597,0.08348978754246093,0.1414670046610516,0.1333108336145798,0.10516529466709733,0.07083530696144018,0.43215083105929053,0.22086769451416277,0.4811516155758078,0.3166583291645823,0.009477603520252738,0.1468582931105387,0.02549510585021625,0.038062283737024215,0.021908017402113115,0.05861526935111869,0.2903885480572598,0.8120105802086526,0.028915859338730827,0.1672597864768683,0.10306166451056491,0.19220005954153024,0.045261035178131306,0.05566969963800019,0.062308192674628046,0.42761104988123444,2.8131744234466955
BAC,0.6607410014960838,0.6950166112956812,0.1295475780888427,0.2598468122223131,0.5041511981100235,0.21543739579059476,1.0,0.5661126271396676,0.13624955181068482,0.6555509527754764,0.3261630815407704,0.0011508518560306895,0.018484448388563016,0.04698383792396995,0.2896193771626297,0.018147917961466746,0.00746279619808729,0.2402862985685072,0.8112091180510619,0.0549289092272609,0.23487544483985767,0.040965933592065545,0.17960702590056565,0.05287922921801479,0.02636728304471187,0.008610481019414237,0.3306721310492093,3.8494022317996865
BEN,0.024025345419343487,0.03875968992248063,0.01483622518927321,0.01823534221931474,0.08077399032512093,0.008642287849292466,0.03299230728313099,0.4492681716695609,0.2255288633918967,0.4445940347970174,0.2676338169084542,0.0016247320320433262,0.02714226964784311,0.056225813794673334,0.1121107266435986,0.07116221255438161,0.006533619309250635,0.22597137014314933,0.8117018015870313,0.0037598779697679287,0.20996441281138795,0.0513152220784821,0.15546293539743972,0.035850324893569346,0.035955385970061635,0.006579825205150442,0.3211598570575535,3.4676340918801642
BK,0.0804071694681569,0.13340716131413807,0.01870290000611263,0.04328508736064546,0.09677129035887053,0.026799821916492803,0.0953623327904273,0.5057471264367817,0.12621011115095015,0.5169842584921294,0.3121560780390195,0.0011057204106961526,0.03839743728490724,0.02754381971318006,0.016608996539792385,0.09334990677439403,0.012718338205696992,0.23997168475696087,0.8083234001975275,0.11974981761785969,0.1316725978647687,0.07201379905131523,0.2221792200059542,0.04436477705579206,0.025975931904901675,0.014072820068049902,0.3053663436359218,2.267791366418807
BLK,0.0937076476282672,0.0776670358065707,0.09380266685295632,0.044266361381415764,0.131398357520531,0.091599521618814,0.014678727117523537,0.5710741751426445,0.5373969164575116,0.6454018227009114,0.27613806903451726,0.0054609048854789575,0.2429384645353996,0.1397678124288641,0.0986159169550173,0.017899316345556245,0.2539003393515594,0.48285354727072527,0.8158793947030843,0.018559614727294064,0.20640569395017794,0.8620094868477793,0.8331348615659423,0.13824781537082678,0.08365130613442912,0.28343285075722197,0.417346905002138,3.413095786177374
C,0.21766552260259905,0.5337024732373571,0.061365561445025626,0.18995829585411725,0.13857576780290248,0.07522282262358908,0.23376791146663156,0.48821632349292976,0.12262459662961633,0.5333471416735709,0.27763881940970486,0.0,0.07164347092054284,0.029729114500341453,0.11259515570934253,0.013673088875077687,0.013798093167428126,0.26254522573540984,0.8164401911702936,0.28002163077692244,0.298932384341637,0.08840017248814146,0.3755582018457875,0.021958323997311225,0.01946971920555718,0.015031856694909598,0.24698392388581852,4.8310917344498865
CFG,0.09545601220335007,0.0685123661867848,0.01870290000611263,0.018780494453076023,0.09089886376420296,0.008982741613052474,0.05662898409023555,0.5819068882824775,0.1384008605234851,0.6306959403479702,0.31165582791395696,0.0004513144533453686,0.02807298543321573,0.02754381971318006,0.05501730103806227,0.10344934742075824,0.006978008256085556,0.24783703004561905,0.8083234001975276,0.013458016396537036,0.2135231316725979,0.07201379905131523,0.2194700803810658,0.03495406677123011,0.018540260248507974,0.009757155247181265,0.2977933631607272,3.5221723975829526
CMA,0.025052069582563292,0.038390550018457,0.023084782172079255,0.007332297544089187,0.07962346720665993,0.002147477586793886,0.01352747923574365,0.6567435706607128,0.15453567586948724,0.68993371996686,0.32716358179089544,0.0019180864267178159,0.055107032315317835,0.032824948782153425,0.0822145328719723,0.023617153511497825,0.013056220710728502,0.28826490482932204,0.8086140153708182,0.04137396246243949,0.18861209964412812,0.12203536006899526,0.20175647514141115,0.03517813130181492,0.015213775560121316,0.018809627059843886,0.22263074717828898,3.1404042576634295
COF,0.25943852855759925,0.2224437061646364,0.023996437210195863,0.06890724234742551,0.10819604004949941,0.034883416409871415,0.043358604216429536,0.49036632762755317,0.1441376837576192,0.5444283347141674,0.2396198099049525,0.0007446688480198581,0.14188004588645264,0.019804234008650126,0.3100346020761245,0.0690180236171535,0.03715605764569347,0.3161868806040586,0.8049994891530157,0.057581740359254556,0.2669039145907473,0.10306166451056491,0.4721941053885086,0.023302711180820074,0.025046472947852456,0.038102942157582226,0.35765427782111625,4.340246983124786
