,Operating_Cash_Flow_(ttm),Gross_Profit_(ttm),Enterprise_Value,Revenue_(ttm),EBITDA,Market_Cap_(intraday),Float_8,Operating_Margin_(ttm),Return_on_Assets_(ttm),Profit_Margin,Quarterly_Revenue_Growth_(yoy),Price/Book_(mrq),Revenue_Per_Share_(ttm),Enterprise_Value/Revenue,PEG_Ratio_(5_yr_expected),Current_Ratio_(mrq),50-Day_Moving_Average_3,Diluted_EPS_(ttm),Enterprise_Value/EBITDA,Total_Cash_Per_Share_(mrq),Beta_(5Y_Monthly),Forward_Annual_Dividend_Rate_4,Book_Value_Per_Share_(mrq),Price/Sales_(ttm),Forward_P/E,200-Day_Moving_Average_3,LogReturn,Cost_of_Equity
DUK,0.07582896257445107,0.1625730532301374,0.045406793883839065,0.04482142929860576,0.12028115621544777,0.021667176049056772,0.04889622236736398,0.4621828036462182,0.20607375271149678,0.6610701822411787,0.2692176289716433,0.0009131503687722642,0.0001540461651985341,0.2528908999497235,0.058031569173630455,0.044055522027761015,0.013446471746224683,0.06552435039676364,0.5057404807136366,7.547978224082822e-06,0.2213740458015267,0.281437125748503,0.0008543825619306689,0.125,0.06265566245055428,0.016240969876872288,0.5383286572170536,3.6396320149748966
ED,0.057427326873499863,0.1412494076765124,0.014758729365643677,0.02458923289506619,0.06333912494076765,0.00909410135192254,0.021953328011468744,0.4169746242916974,0.22366835382019767,0.6875145405195812,0.28493337888623166,0.0009633234659575537,0.00019145935872768875,0.16289592760180996,0.06406685236768803,0.07000603500301748,0.01374869531900276,0.0696670297183756,0.4979213127391866,2.430892986873733e-05,0.16793893129770987,0.2215568862275449,0.0008511934952693499,0.1050646551724138,0.07598769350979147,0.015805555134864986,0.5427275462018841,2.8214145764605876
EIX,0.049782202862476664,0.14808087190017374,0.017916738730774897,0.026456325005496256,0.06823566577160005,0.007429396349353952,0.024287691342039293,0.41512687854151264,0.21402747650036158,0.6486622721985266,0.25247693884523403,0.0013847774823139833,0.00019030320317981624,0.1804927099044746,0.0510677808727948,0.04828002414001207,0.009788410469156681,0.06029251594834292,0.5064838523168415,5.327984628764346e-06,0.5190839694656488,0.1998502994011976,0.0007816948263168215,0.07920258620689656,0.056258240953264635,0.010758530342728195,0.5208990656680834,8.198272029554618
ES,0.04940883634100809,0.13228557889748854,0.012981148029286854,0.019213295266758933,0.05275627862896856,0.006554775947613814,0.022081281932778987,0.42732200049273217,0.2131115931549771,0.6631640170608762,0.2637512811752648,0.0009733580853946114,0.00015043895988917186,0.18552036199095023,0.054085422469823584,0.04538322269161134,0.010131921415265099,0.06414345728955967,0.5121004377632773,7.769977583614671e-07,0.25954198473282436,0.1811377245508982,0.0008078394268735808,0.09806034482758622,0.06153245104263319,0.012619455087915916,0.520425501664821,4.2240730424851165
ETR,0.05787181082762913,0.13177223187490128,0.012564777626176245,0.020259510673465434,0.05907439583004264,0.005530592205799156,0.013319302963056327,0.4212860310421286,0.2171607616293083,0.6670414889492051,0.20088828151691152,0.0010536350408910742,0.0002776623163770636,0.16440422322775264,0.03574744661095636,0.045866022933011466,0.01487006037865476,0.06669130231834448,0.5049145122656313,6.238182002844921e-05,0.3969465648854962,0.2994011976047904,0.000857973853215938,0.07489224137931035,0.0561605703960541,0.018103787729633954,0.5505029996951945,6.328060741521913
EVRG,0.04275935638723442,0.12130785026062232,0.005832388492803197,0.008364846280294595,0.0404359500868741,0.0030205291941137074,0.0144778907082536,0.43803892584380383,0.21402747650036158,0.6777045366421093,0.2767338571916638,0.0008529426521499172,0.00010169544199086658,0.21417797888386123,0.06685236768802227,0.028968014484007244,0.008128658061277069,0.06262641979150459,0.504859447702431,9.989971178933147e-07,0.27480916030534347,0.1624251497005988,0.000796806980045234,0.11799568965517243,0.062264980221712146,0.009475003407593635,0.5058335274171776,4.457849453489206
EXC,0.05600497822028625,0.14294740167430103,0.02393489248035052,0.030834334092021923,0.0725793713473385,0.011984575467710576,0.06313284672648034,0.4012071938901207,0.20655579657748857,0.6685149282667701,0.30304065596173557,0.001063669660328132,7.487263328022418e-05,0.20864756158873804,0.05524605385329619,0.054918527459263726,0.005121285787895202,0.06042866033919402,0.5041711406624266,4.106988151339183e-06,0.3450381679389312,0.08682634730538921,0.0007505798786212497,0.10829741379310345,0.06841822532597548,0.0058061609292886455,0.5917652253085007,5.533220944108011
FE,0.03644768423859899,0.1434212604643816,0.01188257073492579,0.019261582131683847,0.050071078818512076,0.005836221639864482,0.032638435320884236,0.3596945060359694,0.21113521330441073,0.6411787514540519,0.27912538435257944,0.0015955044904921983,8.504680210150232e-05,0.1714429361488185,0.053853296193129056,0.033796016898008444,0.004771168862053931,0.057414034541776876,0.5073098207648467,2.9969913536799444e-06,0.23664122137404575,0.09580838323353293,0.0007307846810568463,0.08836206896551725,0.057283781803975184,0.005537339653788487,0.5091456829816469,3.873408425978985
LNT,0.029629300382256203,0.11767493287000473,0.004647334268565315,0.0055963993579327765,0.03459169167588058,0.0029327420162438794,0.01589238629607137,0.4292929292929292,0.21595565196432875,0.687630864676231,0.25896822685343357,0.0015352967738698512,5.998134982362616e-05,0.25992961287078936,0.06220984215413184,0.03500301750150875,0.007136109606415727,0.061109382293449505,0.5098978552352632,6.548981106189508e-06,0.3053435114503817,0.11452095808383234,0.0007504362269698389,0.16487068965517243,0.0723738828930019,0.008166866073997789,0.5506077039570272,4.925402275497383
NEE,0.09903102497999822,0.15096351287316379,0.06689791238285579,0.04219784297101869,0.13631337861317325,0.0460622573659945,0.12851284440930485,0.5973146095097314,0.23571945046999282,0.7436991081814657,0.39904338913563375,0.0026792433896944455,4.481258903553874e-05,0.39819004524886875,0.058031569173630455,0.029571514785757397,0.010549749633368126,0.0639100669052435,0.5110542110624706,8.324975982444289e-06,0.2442748091603053,0.1190119760479042,0.0007417022065640644,0.2823275862068966,0.09591248718073936,0.012668675884838481,0.642176487303278,3.990296631481029
NI,0.04089252377989155,0.11984678565787395,0.005313526913542288,0.008236081307161486,0.03854051492655188,0.002266209739824816,0.026127426827544844,0.4368070953436807,0.22077609062424683,0.6737107405971307,0.22924496071062522,0.0012643620490692892,4.82810556791563e-05,0.2001005530417295,0.050835654596100274,0.024743512371756187,0.002895070617923344,0.05889217364244593,0.5058230775584371,3.7739891120414115e-06,0.30992366412213734,0.05389221556886227,0.0007203843014947068,0.10398706896551724,0.0681252136543439,0.003193672477244847,0.4946876158436775,4.995535198798608
NRG,0.0,0.12711262043910915,0.004407120574463042,0.0493121077366229,0.01437371663244353,0.0014078462228753882,0.014421234494340105,0.09953190440995319,0.05254278139310678,0.6043039937960449,0.2487188247352238,0.003000351211680297,0.0006049930750907305,0.028657616892911013,0.031337047353760444,0.05733252866626433,0.004292235331422002,0.04082386805663606,0.41582004900746117,1.975794299833445e-05,0.6717557251908397,0.09206586826347304,0.0007084899447578955,0.008620689655172417,0.020168970063974216,0.004768737978766906,0.5278601136476923,10.536036139595502
PCG,0.06622810916525913,0.1386036960985626,0.028992191453517044,0.03464899642109024,0.07723898278313063,0.012686872890669198,0.12914943108249013,0.335920177383592,0.18630995420583277,0.6610314075222954,0.2678510420225487,0.0012442928101951735,3.394472688553709e-05,0.2161890397184515,0.029944289693593314,0.05552202776101388,0.0012171517657783824,0.057764120118251126,0.5131741967456842,3.884988791807336e-06,0.7557251908396946,0.05389221556886227,0.0007112193261347,0.08297413793103449,0.05269326561508032,0.001099895500461918,0.11283315354524642,11.821806400117985
PEG,0.05751622366432572,0.12118938556310219,0.013749831850414129,0.017474968129461976,0.06341810140578108,0.008827488441354914,0.03163644789729055,0.5891845282089184,0.26729332369245606,0.720201628538193,0.3129484113426717,0.0015553660127439668,9.018013273405628e-05,0.22071392659627953,0.08263695450324976,0.038020519010259504,0.008676954379103966,0.06505756962813132,0.5036480273120233,1.1876965734953854e-05,0.35114503816793885,0.14970059880239517,0.0007651461560743013,0.14547413793103448,0.07208087122137032,0.00955262081812537,0.5499427360627243,5.626731508509646
PNW,0.035736509911992176,0.11767493287000473,0.0036224225070622825,0.006047076763898655,0.03530247986100142,0.0016061802173220363,0.007108126792787217,0.3967726040896772,0.20197637985056643,0.6672353625436215,0.32661428083361804,0.0009532888465204957,0.00016556147445534437,0.20814479638009048,0.08333333333333331,0.058539529269764634,0.011811491762343274,0.06396841450132254,0.5054100933344345,3.3299903929777156e-07,0.2442748091603053,0.23802395209580834,0.0008315706796866393,0.10560344827586209,0.08165258582800214,0.012594844689454635,0.49743296664200987,3.990296631481029
PPL,0.04062583340741399,0.12233454430579686,0.008484347675692297,0.01256580352876224,0.04414784394250512,0.0051241700860314345,0.04679548634585244,0.3860556787386055,0.20968908170643533,0.6620783249321442,0.37751964468739324,0.0008529426521499172,3.5979560649792714e-05,0.196078431372549,0.029480037140204272,0.07181653590826795,0.002791026437130891,0.05793916290648825,0.5073373530464469,6.548981106189508e-06,0.5038167938931298,0.05089820359281437,0.000732824534506879,0.12068965517241378,0.06651364946037017,0.0032977933938118102,0.48606165217818115,7.964495618550532
SO,0.0752066850386701,0.15364871268362026,0.04145768075279769,0.0456744972456126,0.10401200442268202,0.02384559861101176,0.06931028380307064,0.42880019709288,0.2174017835623042,0.6718495540907328,0.24769388452340282,0.0019667854096633384,0.00010682877262342054,0.23076923076923078,0.08286908077994429,0.0392275196137598,0.010070816102736196,0.062023494632021156,0.5097877261088626,1.0433969897996842e-05,0.27480916030534347,0.18562874251497002,0.0007585669104396883,0.1368534482758621,0.07930849245494945,0.011103075921186147,0.6266242012675483,4.457849453489206
SRE,0.039381278335852074,0.12900805559943135,0.021904286052872635,0.02647242062713789,0.06333912494076765,0.013639526339404738,0.019937258017490855,0.39763488543976344,0.2089660159074476,0.6834819697557193,0.5011957635804578,0.0011439466158245947,0.00023474582244003577,0.21669180492709902,0.06151346332404827,0.030175015087507542,0.022617223110359498,0.07112571962035164,0.5134219872800858,1.8869945560207056e-05,0.45801526717557245,0.33532934131736525,0.0009223585233782432,0.13954741379310345,0.06319285051521219,0.02688780687273774,0.556429186885039,7.263166385538264
WEC,0.04409280824962219,0.1239930500710788,0.012292535439527002,0.013756879530243488,0.04738587900805559,0.007767539553000696,0.01996272148441827,0.436930278393693,0.22077609062424683,0.6836758433501356,0.20840450973693203,0.0018463699764186443,0.00011843657432406062,0.23629964806435397,0.06545961002785514,0.033796016898008444,0.013142596678513389,0.06433794927648981,0.5115222598496736,1.5539955167229343e-06,0.1984732824427481,0.20883233532934128,0.0007845103986844726,0.15301724137931036,0.07779459881818625,0.015532947644216935,0.5792615667730869,3.288967398468765
XEL,0.06498355409369722,0.1337071552677302,0.01710641786933656,0.023349870028660024,0.06183857210551255,0.009845169429253288,0.03498234745155256,0.37287509238728744,0.2099301036394312,0.6713067080263668,0.21626238469422618,0.0014650544378104458,0.00011048222415469767,0.196078431372549,0.06940575673166202,0.045866022933011466,0.008868527791356736,0.062315232612416366,0.5065389168800417,6.4379814264235844e-06,0.21374045801526714,0.13473053892215567,0.0007662666389553054,0.11584051724137932,0.07408311764418615,0.010675233609474626,0.5707038324731619,3.5227438094728525
AMT,0.0367933682994044,0.14034117832885798,0.040525651619680865,0.002554326867663103,0.03351761175169799,0.027561922474167812,0.013515117023728129,0.560630697216063,0.22713906965533867,0.718596355176425,0.2838401093269559,0.01672771060157544,6.538290854328658e-05,0.6123680241327301,0.053853296193129056,0.1095956547978274,0.02974012075730952,0.06385171930916447,0.5407340106274606,2.2444135248669805e-05,0.48702290076335875,0.34191616766467064,0.0008035183851991451,0.43426724137931033,0.1940225618987156,0.036508579563525115,0.5378621087610789,7.707341566446033
ARE,0.03964796870832963,0.11806981519507186,0.00768363536201805,0.0032464385982535577,0.03530247986100142,0.005442805027929329,0.010816244164091673,0.4768415865976841,0.17763316461798026,0.7072508724311748,0.2934745473180731,0.0005318348301640661,5.831648583468975e-05,0.5796882855706386,0.07191272051996285,0.20519010259505127,0.017837796773639496,0.06262641979150459,0.5203876545249304,5.894082995570557e-05,0.6183206106870228,0.3502994011976048,0.0009902482938349709,0.39655172413793105,0.15700542071592516,0.02359947901679565,0.46114906853686755,9.71781870108119
AVB,0.040509254155924976,0.1175959564049913,0.00860605594737078,0.0033076019604917836,0.03667667035223503,0.0072505706166561545,0.014046794213172504,0.6104951958610494,0.24883104362496994,0.7712291585886002,0.2824735223778613,0.0018062314986704128,7.198686903273438e-05,0.6500754147812973,0.07265552460538532,0.12263126131563065,0.029284308155742574,0.07101291426793216,0.519231298697723,2.7816519749340523e-05,0.4900763358778626,0.43772455089820356,0.0007918883475009294,0.5274784482758621,0.17951848415295207,0.03115676445198322,0.491739869904176,7.754096848646851
CCI,0.054938216730376035,0.1303506555046596,0.021587203976657636,0.010328512120574493,0.055757384299478754,0.013837860333851386,0.027401873347261848,0.611850209411185,0.2465654374548084,0.7197363319115936,0.28254185172531604,0.006091013998294115,5.873270183192385e-05,0.5223730517848165,0.08449396471680595,0.02776101388050694,0.016993882862767377,0.06367667652092733,0.5224250433633434,6.770980465721356e-06,0.38167938931297707,0.4476047904191616,0.0007247800420278763,0.34752155172413796,0.12584851296576643,0.02235381423313999,0.4666854142861153,6.094284330517824
CPT,0.03264414614632412,0.11449932870004738,0.002408542639532128,0.0012505815146903855,0.029232032854209444,0.002337740032903935,0.006641508761342382,0.3972653362897265,0.19498674379368525,0.785343156262117,0.3365220362145542,0.0017660930209221818,4.666243791213478e-05,0.510306686777275,0.07195914577530176,0.0,0.016445586544940476,0.06706083709351174,0.5046116571680295,1.775994876254782e-06,0.5038167938931298,0.27844311377245506,0.0008083278424883774,0.4207974137931034,0.28407481564682324,0.019179072831634586,0.5224487210999179,7.964495618550532
CSGP,0.03089074584407503,0.117911862265045,0.007065485455861534,0.0025543268676631024,0.026214737008371503,0.009611070288267081,0.025625159942401634,0.3667159398866715,0.21643769583032058,0.69139201240791,0.30064912880081995,0.004204505544127239,9.064259495320529e-06,0.6405228758169935,0.07822655524605385,0.7398913699456849,0.01240602993830015,0.0577252217208651,0.6413644998761046,0.00014119159266225517,0.5801526717557252,0.3377245508982036,0.000728112760340606,0.7726293103448276,0.3525907115300093,0.012751972618092052,0.6562059489193599,9.13337767357097
DLR,0.03232203751444572,0.12142631495814246,0.015661932855468224,0.007045005305680241,0.04067287948191438,0.01057998062179333,0.018942273047302206,0.3346883468834688,0.17425885755603762,0.6596355176424971,0.33857191663819614,0.0016055391099292558,6.368104757681822e-05,0.5495223730517849,0.09006499535747448,0.05431502715751357,0.016544676240933292,0.05817255329080442,0.5354202802786265,4.3289875108710304e-06,0.32824427480916024,0.3443113772455089,0.0008402759697621317,0.39224137931034486,0.7114811740000976,0.01777438701176756,0.4846348507087417,5.276066892003515
EQIX,0.0526269001689039,0.12265045016585056,0.026228132546713558,0.010392894607141046,0.042884220502290314,0.023058765387141453,0.0058559608066317045,0.31288494703128844,0.18896119546878767,0.6706863125242342,0.3512128459173215,0.0056896292208118,0.00034083465551281795,0.5927601809954751,0.09122562674094709,0.11949305974652986,0.12582409597167354,0.07310953788703906,0.5532611987555408,0.0002776101990945756,0.7221374045801526,1.0,0.0010474503814267378,0.5258620689655172,0.400009767055721,0.13112609610928533,0.639406582746052,11.307498295908992
EQR,0.03939295937416659,0.11783288580003158,0.007975094644195475,0.0037872514854126113,0.03685256673511293,0.006678328272023203,0.017517846707382746,0.5197092880019708,0.2078091106290673,0.732299340829779,0.296822685343355,0.0016858160654257188,5.341438631171027e-05,0.5771744595274008,0.06801299907149488,0.1052504526252263,0.0091443274452034,0.06427571184067216,0.518295201123317,1.7759948762547818e-05,0.5145038167938931,0.36077844311377244,0.0008355469573976893,0.484375,0.19963861893832102,0.009880128428417819,0.4758467610134877,8.128139106253393
ESS,0.03435354253711441,0.11534512715210866,0.004397512026698951,0.0015403027042398781,0.03111672721528984,0.00366755320878392,0.003977393534061843,0.5833949248583394,0.2166787177633165,0.7490500193873594,0.28834984625896826,0.0022176508955897845,0.00010336030597980298,0.6480643539467069,0.07311977715877438,0.04284852142426071,0.03667474798187319,0.07065893885171931,0.5187907821921202,1.176596605518793e-05,0.48854961832061067,0.6706586826347305,0.0009281333197649559,0.5075431034482758,0.20061532451042632,0.039866952399703164,0.4806243612156805,7.730719207546442
EXR,0.03680327140190239,0.11692465645237718,0.0092210030042726,0.002087553840055586,0.03340704470067919,0.008021146955735754,0.008424588032934449,0.8473762010347375,0.2954928898529766,0.7905001938735944,0.3020157157499146,0.008368872610506246,5.2258230763837746e-05,0.921065862242333,0.14322191272051996,0.26554013277006644,0.022556117797830597,0.06838338260463668,0.5410368657250625,6.88198014548728e-06,0.32061068702290074,0.281437125748503,0.0007473620816296486,0.5242456896551724,0.09410558187234457,0.027226673128473853,0.628122878909912,5.159178686501471
INVH,0.03538092274868877,0.11625335649976307,0.0067932432692122905,0.0025704224893047414,0.03285420944558521,0.0056118766297527,0.03875221373015599,0.5291943828529193,0.20318148951554593,0.7001163241566498,0.28322514519986336,0.0015252621544327928,0.0,0.6173956762192057,0.13370473537604458,0.2504526252263126,0.004070935010371388,0.057355686945697835,0.5302992759009938,9.545972459869452e-06,0.5801526717557252,0.05688622754491017,0.0007262452888722661,0.49245689655172414,0.22928163305171653,0.004170515985400355,0.6057594610190526,9.13337767357097
IRM,0.034758645212907814,0.12241352077081029,0.007549115693320778,0.007141579035530071,0.0361712209761491,0.004434878170905378,0.01831205224084875,0.42978566149297853,0.24945770065075926,0.6706087630864676,0.2743423300307482,0.03255230545381566,6.451347957128645e-05,0.2986425339366516,0.05023212627669452,0.045866022933011466,0.007869373356762542,0.05988408277578963,0.518295201123317,5.216984948998422e-06,0.6183206106870228,0.16392215568862276,0.0006834945574124222,0.18211206896551727,0.28407481564682324,0.008193369580033017,0.7235571198717801,9.71781870108119
MAA,0.03609209707529558,0.1157794977096825,0.004400714875953648,0.0022163188131886944,0.03214342126046438,0.004191024899044745,0.007295919861376884,0.5737866469573787,0.23957580139792722,0.7368359829391237,0.2839084386744107,0.002207616276152727,6.668705200128677e-05,0.5057817998994469,0.06202414113277623,0.009656004828002414,0.023371956294838087,0.06599113116539598,0.5184053302497177,1.3985959650506407e-05,0.465648854961832,0.3982035928143712,0.0008298468598697101,0.431573275862069,0.13913170874639838,0.027344045798058433,0.604344926565862,7.3800545910403095
O,0.04370953862565562,0.12320328542094455,0.016763712999083982,0.004009371064067222,0.03972516190175327,0.01188053140505004,0.010364522260799373,0.7617639812761763,0.2672451193058568,0.8174873982163628,0.2856166723607789,0.0008128041744016857,8.072740497465059e-05,0.8622423328305682,0.1692200557103064,0.09643934821967412,0.00837142781645946,0.07496110160261397,0.525949175408166,2.7683320133621414e-05,0.3801526717557252,0.47425149700598795,0.0007782127102866246,0.5851293103448276,0.20359427650534745,0.009893380181435431,0.523600776102714,6.0709066894174155
PEAK,0.03406818383856343,0.11562154477965565,0.0034430629487992525,0.002232414434830333,0.030721844890222713,0.0024352813416481877,0.0346296784346079,0.38014289233801424,0.1829356471438901,0.7245443970531213,0.2743423300307482,0.0012342581907581155,4.1621599723410703e-07,0.4343891402714932,0.053714020427112354,0.07664453832226915,0.0017918720025366962,0.057997510502567295,0.508135789212852,2.441992954850325e-06,0.564885496183206,0.06886227544910178,0.0007124547303368325,0.29364224137931033,0.3125946183522976,0.002404246618909873,0.4252777580628693,8.899601262566883
PLD,0.08322190416925948,0.12979782024956563,0.04311355381747602,0.017851605675876316,0.07662110251145159,0.03587894473309447,0.033171131049005716,0.8037940379403793,0.4964569775849603,0.7886157425358665,0.2849333788862316,0.0015654006321810243,8.294722362656584e-05,0.921065862242333,0.009749303621169915,0.07893783946891973,0.018756027956506226,0.07110238058192002,0.535640538531428,9.688052049969835e-05,0.6427480916030534,0.25808383233532933,0.0007753913918529171,0.7774784482758621,0.2423694877179274,0.020795786699783433,0.6826002111191827,10.091860958687732
PSA,0.05467152635789849,0.12351919128099825,0.01661958478262262,0.0059826942773321,0.04793871426314958,0.014543409133768151,0.009954305808598757,0.8231091401823107,0.3480356712460834,1.0,0.2770755039289375,0.008057799407957453,9.970685444852585e-05,0.6913021618903972,0.143686165273909,0.0748340374170187,0.04602551229372828,0.10179710595923448,0.5038958178464248,4.084788215385998e-05,0.6381679389312976,0.8772455089820359,0.0007716966713786323,0.6099137931034483,0.10563070762318698,0.05337238183222523,0.5979525602167168,10.021728035386506
SBAC,0.038492310427593567,0.11858316221765913,0.010137017891115936,0.0031981517333286424,0.0361712209761491,0.006613300732860367,0.006733813828954252,0.6399359448139934,0.2986261749819234,0.699728576967817,0.2702425691834643,0.005613366113090162,9.855069890065332e-05,0.7239819004524887,0.048514391829155054,0.039831019915509955,0.03612314867417987,0.06262641979150459,0.5371823463010379,1.7981948122079666e-05,0.282442748091603,0.23353293413173648,0.0005431181636538221,0.48760775862068967,0.20061532451042632,0.04736176528495055,0.5583106535248477,4.57473765899125
UDR,0.03326491243666104,0.11491075659453481,0.00359359686377001,0.001443728974390047,0.0301912020217975,0.002913233754495029,0.020773732906056358,0.40736634639073654,0.19064834899975902,0.7337340054284606,0.30987359070720877,0.0026892780091315035,5.364561742128475e-06,0.5927601809954751,0.08180129990714949,0.02051901025950513,0.005289738271082983,0.05865878325812976,0.5125960188320805,2.2199935953184776e-07,0.465648854961832,0.10479041916167664,0.000713661404208683,0.4439655172413793,0.3895590174341944,0.005770191885383696,0.4923041804011627,7.3800545910403095
ADM,0.07076184549737755,0.14081503711893856,0.014790757858190645,0.15958321160348815,0.06310219554572737,0.013389170313627822,0.03382184994633573,0.22443951712244392,0.2542781393106773,0.6432725862737495,0.22992825418517254,0.0012442928101951735,0.0008176794496773586,0.02111613876319759,0.042061281337047354,0.09595654797827396,0.011063364557597538,0.07062004045433327,0.496104182153575,2.919291577843798e-05,0.5190839694656488,0.11377245508982034,0.000811804212452518,0.018857758620689655,0.04180299848610636,0.013734495448969392,0.6627531182644008,8.198272029554618
