,Operating_Cash_Flow_(ttm),Gross_Profit_(ttm),Enterprise_Value,Revenue_(ttm),EBITDA,Market_Cap_(intraday),Float_8,Operating_Margin_(ttm),Return_on_Assets_(ttm),Profit_Margin,Quarterly_Revenue_Growth_(yoy),Price/Book_(mrq),Revenue_Per_Share_(ttm),Enterprise_Value/Revenue,PEG_Ratio_(5_yr_expected),Current_Ratio_(mrq),50-Day_Moving_Average_3,Diluted_EPS_(ttm),Enterprise_Value/EBITDA,Total_Cash_Per_Share_(mrq),Beta_(5Y_Monthly),Forward_Annual_Dividend_Rate_4,Book_Value_Per_Share_(mrq),Price/Sales_(ttm),Forward_P/E,200-Day_Moving_Average_3,LogReturn,Cost_of_Equity
BF-B,0.03155836074317717,0.12098741904912336,0.009269045743093054,0.005628590601216054,0.03269625651555836,0.009689103335262484,0.02241167041616217,0.5327666913032767,0.41094239575801406,0.6989918573090345,0.2733173898189272,0.009833927048316694,2.3169357179365235e-05,0.43036701860231275,0.07288765088207985,0.20941460470730233,0.009263235080394774,0.05920336082153415,0.5586299936675752,8.324975982444289e-06,0.42748091603053423,0.0404191616766467,0.0006977448012323702,0.4272629310344828,0.15158470479074082,0.010499174605097762,0.5466167157659854,6.795613563530087
BG,0.020357365099119923,0.1264018322539883,0.0038498248041457686,0.1015102087204565,0.04896540830832412,0.003885395464979418,0.009513151244081334,0.23072185267307216,0.3164617980236202,0.6391624660721209,0.20122992825418518,0.0010536350408910742,0.0019797082677330676,0.009049773755656108,0.034354688950789226,0.12311406155703078,0.014528200927479555,0.07583242570406099,0.4921670658847498,9.67917207558856e-05,0.4045801526717557,0.1773952095808383,0.0008927950135179075,0.007004310344827587,0.029594178834790243,0.01632994593284769,0.6775345544835291,6.444948947023956
CAG,0.034717752689127926,0.1292054967619649,0.005473669376277137,0.01858556602273503,0.0401200442268204,0.0036285366852862187,0.03011054964166536,0.36265089923626503,0.2762111352133044,0.6487785963551764,0.2637512811752648,0.0011941197130098842,0.00010095550244022816,0.09602815485168426,0.027623026926648094,0.04345202172601086,0.0039569818599796535,0.05879492764898086,0.5199471380193276,1.8869945560207058e-06,0.29770992366412213,0.0838323353293413,0.0007307559507265641,0.06250000000000001,0.040484445963764215,0.004886110648351483,0.43606209769593424,4.808514069995339
CHD,0.03546981953951463,0.11980729742536723,0.0057459115629263785,0.007898073252687078,0.0322223977254778,0.006284911660088047,0.015544809972512185,0.40342448879034243,0.33550253073029646,0.6579294300116324,0.28937478647078924,0.005488936832070643,8.930145451767319e-05,0.22322775263951733,0.08704735376044567,0.0820760410380205,0.01429203715203002,0.05928115761630621,0.5537843121059441,1.7537949403015973e-05,0.2519083969465648,0.060628742514970066,0.000723803210798283,0.2209051724137931,0.1342970161644772,0.014455769434642354,0.6309998908813392,4.107184836983072
CL,0.05342697128633657,0.15139788343073762,0.020418163998693235,0.028886763873383663,0.053546043279102826,0.019176621299120174,0.04938894045240941,0.398250800689825,0.46975174740901426,0.658278402481582,0.2818585582507687,0.15610857458230895,8.615671142745993e-05,0.18652589240824535,0.05919220055710305,0.06819553409776703,0.010985744295736502,0.05974793838493854,0.5296109688609895,1.4207959010038255e-05,0.25954198473282436,0.12275449101796407,0.0006778921430074024,0.17780172413793105,0.102309908678029,0.012403640824486214,0.5152287853284143,4.2240730424851165
CLX,0.045917663792337096,0.12967145790554413,0.004407120574463042,0.010714807039973812,0.030879797820249563,0.0046754800658078705,0.007787364773075947,0.31571815718157176,0.2876837792239094,0.6350135711516091,0.297574308165357,0.005679594601374743,0.00025888635027961396,0.14479638009049775,0.031801299907149486,0.0732649366324683,0.024224127680376274,0.057219542554846736,0.6004515294182428,3.2522906171415694e-05,0.42748091603053434,0.3383233532934131,0.0006832359844398828,0.1341594827586207,0.11979293841871366,0.026885913765163798,0.5278301458545079,6.795613563530089
COST,0.1134323050937861,0.21979150213236454,0.07484097853450429,0.37777545857753947,0.1029853103775075,0.07861179209395179,0.02805883079398909,0.21655580192165555,0.3381537719932515,0.6370686312524234,0.2630679877007175,0.009884100145501982,0.002435464784704414,0.04575163398692811,0.08774373259052923,0.06276403138201568,0.0860214165862939,0.08225066127275556,0.5387516863522479,0.00034298901047670477,0.4961832061068702,0.28443113772455086,0.0008308811517598676,0.05010775862068966,0.1595448552033989,0.09305002347453392,0.7737571964929286,7.847607413048486
CPB,0.03474086585474265,0.12130785026062232,0.0033053404308472823,0.013756879530243488,0.035381456326014846,0.002984764047574148,0.011940456228936936,0.3430647942843065,0.3092311400337431,0.6599844901124466,0.2719508028698326,0.0032010436004214536,0.00012597470849618942,0.09200603318250376,0.035051067780872795,0.053108026554013275,0.006146864141420814,0.06112883149214252,0.5049695768288317,7.991976943146518e-06,0.1297709923664122,0.08982035928143711,0.0007126845729790898,0.07273706896551725,0.053914147580211944,0.007845037786427178,0.5085270212043489,2.2369735489503673
DG,0.04124811094319495,0.15759753593429157,0.015002145909000647,0.0606917122372613,0.05457273732427736,0.010589734752667756,0.013793560034579388,0.2801182557280118,0.3248975656784768,0.6511826289259403,0.2794670310898531,0.005649490743063569,0.0007800812712605444,0.065359477124183,0.035283194057567316,0.0772480386240193,0.02662540131326877,0.07664929204916757,0.5103659040224663,1.5539955167229343e-05,0.10687022900763359,0.155688622754491,0.0007558662593931659,0.04633620689655173,0.0644137324803438,0.03898287116267095,0.6353417949480027,1.8863089324442348
DLTR,0.042137078851453465,0.14622492497235823,0.011280435075042757,0.04509505486651361,0.044226820407518554,0.009542791372146104,0.01318307341499467,0.2590539541759054,0.2805495300072307,0.6457541682822799,0.2770755039289375,0.0032110782198585116,0.0005809450396949821,0.0693815987933635,0.04921077065923862,0.08871454435727216,0.022163062003725774,0.06805274622685545,0.5173315712673108,4.362287414800808e-05,0.4198473282442747,0.1754491017964072,0.0007939914076775831,0.057650862068965525,0.10499584900131853,0.02595639794635691,0.6110651996997689,6.678725358028043
EL,0.0444483954129256,0.16395514136787237,0.018803927974325958,0.024347798570441608,0.04351603222239772,0.018916511142468836,0.014591203136080587,0.3249568859324956,0.2817546396722102,0.6538580845288872,0.21660403143149984,0.010084792534243138,0.00018738969119917747,0.2046254399195576,0.07149489322191271,0.08569704284852141,0.029489093527461055,0.061965147035942116,0.5491038242339141,0.00017149450523835238,0.6717557251908397,0.17664670658682635,0.0007253546486335193,0.2085129310344828,0.14377106021389852,0.04070749216253464,0.5311492733107457,10.536036139595502
GIS,0.050582273979909324,0.13678723740325383,0.015079014291113375,0.031156246524854686,0.05149265518875375,0.012719386660250617,0.037037885819267945,0.3664695737866469,0.3000723065798988,0.6772392400155098,0.26580116159890677,0.0035823591390296526,0.0001385999270789573,0.13122171945701358,0.04619312906220984,0.0392275196137598,0.011449814371969506,0.06441574607126185,0.5104760331488669,1.2986962532613091e-05,0.053435114503816786,0.155688622754491,0.0007292907038821743,0.11314655172413796,0.06241148605752796,0.01350353632494813,0.6485441791343767,1.0680914939299258
HRL,0.03448857676237888,0.11945190333280681,0.005476872225531832,0.018569470401093392,0.033959879955773174,0.005784199608534215,0.018236298426739694,0.29379157427937913,0.28488792480115693,0.6566886390073672,0.24325247693884525,0.0022979278510862474,8.620295764937482e-05,0.09602815485168426,0.06313834726090994,0.1436330718165359,0.004990817688171332,0.05933950521238525,0.517524297238512,1.1876965734953854e-05,0.038167938931297704,0.061377245508982034,0.000718545560356649,0.0915948275862069,0.0928358646286077,0.006139347862302929,0.5011081496405814,0.8343150829258376
HSY,0.045959640856965064,0.12869214973937765,0.014156593705760643,0.016299987749622366,0.04454272626757226,0.013906139249972364,0.009303714228603367,0.44764720374476463,0.4774644492648832,0.691120589375727,0.2733173898189272,0.012212131854899402,0.00022730018071173678,0.23479135243841126,0.08681522748375117,0.0615570307785154,0.039721756133652183,0.07207873035630932,0.528922661820985,2.3864931149673633e-05,0.10687022900763359,0.33607784431137716,0.0007300376924695102,0.2279094827586207,0.10143087366313423,0.04406397189113874,0.7609697872656596,1.8863089324442348
K,0.04009245266245889,0.1291660085294582,0.007030254114059867,0.024090268624175393,0.0376717738114042,0.005953271210357587,0.021452970886345086,0.2888642522788864,0.26729332369245606,0.6478480031019774,0.29176631363170485,0.005027344337965982,0.0001945578555959871,0.08898944193061839,0.053853296193129056,0.04103802051901025,0.009430036068649342,0.06073984751828224,0.5198370088929268,1.121096765635831e-05,0.2061068702290076,0.1586826347305389,0.0007120812360431645,0.07165948275862069,0.061874297992870045,0.01106899998485514,0.4625340806283176,3.4058556039708083
KDP,0.04320384034136368,0.13986731953877743,0.017231328990269742,0.022271463378670246,0.05188753751382087,0.014081713605712018,0.060555943873426187,0.4295392953929539,0.2366835382019764,0.6698332687088018,0.2787837376153058,0.0013045005268175203,3.0198782910430135e-05,0.20663650075414783,0.07497678737233054,0.021122510561255282,0.003628334368270158,0.05784191691302318,0.5269128052641722,1.8869945560207058e-06,0.32824427480916024,0.038922155688622756,0.0007300951531300745,0.17295258620689657,0.07618303462421253,0.0046078238349816,0.589354936019813,5.276066892003515
KHC,0.05484931993955018,0.1434212604643816,0.01778542191133232,0.04243927729564327,0.07194755962723108,0.01289170963903213,0.05093393630823017,0.4174673564917467,0.23692456013497232,0.6723536254362156,0.2647762213870858,0.0003110732025487933,8.44918474385235e-05,0.11211664152840624,0.031801299907149486,0.054918527459263726,0.004407839976746951,0.05984518437840361,0.5091544836320585,8.213976302678366e-06,0.4045801526717557,0.09880239520958084,0.0007946522052740726,0.08135775862068965,0.04307271572984324,0.005330990928228507,0.30333457107059125,6.444948947023956
KMB,0.05422704240376923,0.13548412573053228,0.013900365765384885,0.03157473268753729,0.05117674932870004,0.012761654560706461,0.021403317125836634,0.34934712983493466,0.3947939262472886,0.6584722760759985,0.26101810727707553,0.08696001204154333,0.00026105992270961424,0.12066365007541477,0.053156917363045494,0.05009052504526252,0.02072295842196356,0.06546600280068461,0.5213237520993363,1.8758945880441134e-05,0.2061068702290076,0.3323353293413173,0.0006823740745314183,0.109375,0.08673145480294964,0.02322842993230248,0.5215882414307579,3.4058556039708083
KO,0.12454440394701752,0.2096430263781393,0.09136768068874071,0.06986621657299526,0.13133786131732741,0.08542342682125881,0.2475545522949586,0.5258684405025869,0.3468305615811039,0.7195036835982939,0.27570891697984284,0.009713511615071998,2.959758202553643e-05,0.32780291603821016,0.07265552460538532,0.06638503319251658,0.008437487613788002,0.06044810953788704,0.5261969659425676,3.995988471573259e-05,0.3053435114503817,0.11676646706586827,0.0006954176444795158,0.32112068965517243,0.0985984275040289,0.009637810658952885,0.5813575611088342,4.925402275497383
KR,0.08151835718730555,0.24048333596588217,0.014006059790789886,0.23835518391766689,0.08300426472911071,0.009903694214499843,0.045223117263084714,0.21162847992116282,0.28802120993010366,0.6338115548662272,0.26067646053980187,0.002609001053635041,0.0009426367412914201,0.011563599798893917,0.034122562674094706,0.044055522027761015,0.006146864141420814,0.06280146257974172,0.4923873241375512,4.0403883434796284e-05,0.25954198473282436,0.06586826347305388,0.0007217633573482502,0.00646551724137931,0.03516140059579039,0.006862514955549834,0.6369299616958533,4.2240730424851165
LW,0.03264023468752778,0.133541304691202,0.0033405717726489484,0.0074313002250795636,0.030958774285262988,0.0034627164604209885,0.009131835826843331,0.37324464153732445,0.39358881658230904,0.7003101977510663,0.41680901947386406,0.010094827153680198,0.00015362994920130001,0.1649069884364002,0.015784586815227482,0.09173204586602293,0.016780840016382827,0.06955033452621752,0.5188733790369207,2.2865934031780314e-05,0.2900763358778626,0.06287425149700598,0.0006924009597998897,0.14439655172413793,0.08829418371831811,0.017039861273076985,0.5733373710623357,4.691625864493294
MDLZ,0.06062761134323051,0.15578107723898277,0.03638436753335767,0.053754499309715126,0.0759753593429158,0.03146357482393794,0.08649812397907411,0.37706331608770627,0.2716317184863823,0.6742148119426133,0.31431499829176635,0.0029501781144950076,9.776451312810001e-05,0.17295123177476118,0.04921077065923862,0.036813518406759206,0.010490295815772438,0.061615061459467865,0.5249304809889594,1.7537949403015973e-05,0.38167938931297707,0.10628742514970058,0.0007385993308935919,0.1546336206896552,0.09620549885237095,0.011063320662133306,0.6585546376003034,6.094284330517824
MKC,0.03379233709663081,0.11988627389038066,0.006591463766166381,0.009314487957151264,0.031590586005370395,0.006255649267464771,0.016744139264793317,0.3604336043360433,0.2636779946975175,0.6688251260178364,0.283566791937137,0.004214540163564297,9.471226248171656e-05,0.21266968325791855,0.06847725162488394,0.048883524441762215,0.013008825588923094,0.06107048389606348,0.5370171526114368,4.88398590970065e-06,0.3358778625954198,0.09580838323353293,0.0007309857933688213,0.19019396551724138,0.12711823020950333,0.013679595329324997,0.5863538444500398,5.392955097505559
MNST,0.037514445728509205,0.12344021481598483,0.01587652375553292,0.00926620109222635,0.03601326804612225,0.018217465096468353,0.047860495850091465,0.49051490514905144,0.4439624005784527,0.7045366421093446,0.2968910146908097,0.00760624153328985,1.0960354593831457e-05,0.4379084967320262,0.03922934076137418,0.2667471333735667,0.007907357740226453,0.0584253928738136,0.564549434211613,3.2078907452352e-05,0.5267175572519084,0.13413173652694607,0.0006984343291591418,0.5026939655172413,0.16970259315329395,0.008070317587726606,0.6634110634723981,8.315160235056663
MO,0.10409814205707174,0.16691675880587584,0.030215679868811296,0.03194493198529497,0.11901753277523297,0.024798252059747304,0.11259817757967198,0.8922148312392214,0.6379850566401544,0.7556417215975184,0.27058421592073795,0.008122020972354625,3.5563344652558613e-05,0.24283559577677225,0.14113277623026926,0.019915509957754977,0.005803353195312397,0.0620818422281002,0.506566449161642,5.1059852692324976e-06,0.36641221374045796,0.2604790419161676,0.0006719449646389967,0.20528017241379312,0.026712897397079646,0.006663738660285632,0.4556213464385753,5.8605079195137355
PEP,0.12321095208462973,0.29276575580477016,0.09178084824259661,0.14390607612453227,0.14389511925446216,0.0821915581248659,0.08713471065225943,0.34688346883468835,0.3506869125090384,0.6611865063978286,0.29176631363170485,0.013998294114695699,0.00028496921943961794,0.1583710407239819,0.06870937790157847,0.04828002414001207,0.02899364504749699,0.06715808308697681,0.5315382285730017,5.172585077092053e-05,0.3053435114503817,0.3405688622754491,0.0007150117297319442,0.14816810344827588,0.10655857791668699,0.03236456708415999,0.6467765616384191,4.925402275497383
PG,0.1611698817672682,0.26180698151950715,0.12416165420758307,0.12914639107914977,0.19009635128731636,0.11857771766343046,0.1495202046244202,0.4551613697955161,0.3808146541335262,0.6957735556417216,0.2743423300307482,0.00727509909186694,0.0001398948212925745,0.23629964806435397,0.09517177344475394,0.0331925165962583,0.023008627409531104,0.06723587988174887,0.5233611409377494,3.851688887877558e-05,0.2061068702290076,0.2604790419161676,0.0007321350065801074,0.24838362068965522,0.102309908678029,0.025710293961744086,0.7003216675766926,3.4058556039708083
PM,0.10276469019468398,0.1919917864476386,0.06057869080333865,0.05220931963211783,0.1293634496919918,0.04816589825791223,0.09859327076959508,0.6298349347129835,0.5085562786213547,0.7212485459480419,0.30577382985992485,0.008457177261552356,8.130085812639538e-05,0.2926093514328809,0.052228412256267405,0.048883524441762215,0.014166523537105789,0.06608837715886105,0.514385617136092,2.46419289080351e-05,0.44274809160305334,0.35928143712574845,0.0006601655292233139,0.2413793103448276,0.05913952239097524,0.016432173741840708,0.5671066979697825,7.029389974534176
SJM,0.03644768423859899,0.12645711577949773,0.003452671496563342,0.012549707907120601,0.03506555046596114,0.0035440008843745326,0.006204810303537256,0.344050258684405,0.2629549288985298,0.6230321830166731,0.29005807994533656,0.0015152275349957353,0.0003537835976489901,0.1035696329813977,0.09656453110492105,0.0844900422450211,0.023071384216993222,0.05437995954566672,0.5625395776548001,0.0001240976419783029,0.06106870229007631,0.2964071856287425,0.0008787746123402169,0.09375000000000001,0.06280216828637007,0.026700389222917204,0.5707937255222391,1.1849796994319697
STZ,0.049515512489999115,0.13144053072184486,0.017256951784307317,0.01427193942277592,0.048175643658189854,0.01467021283513568,0.01052723381446554,0.5417590539541759,0.319354061219571,0.6140752229546336,0.27810044414075846,0.005197932868395966,0.00021462871590705398,0.31674208144796384,0.053621169916434536,0.06638503319251658,0.039812588354978924,0.05317410922669986,0.6592054183530187,1.1321967336124235e-05,0.6870229007633588,0.24550898203592814,0.0008127235830215468,0.2834051724137931,0.09386140547931826,0.04259492041375759,0.5327124917326166,10.76981255059959
TAP,0.04124811094319495,0.12537513820881377,0.004125269840049708,0.016815047642154798,0.03782972674143105,0.003257879712058057,0.012217371431772548,0.31423996058142395,0.2195709809592673,0.6286157425358666,0.29654936795353604,0.0005418694496011239,0.00022101069453131028,0.08999497234791352,0.08844011142061281,0.05009052504526252,0.009291310494259405,0.05369923759141123,0.5469287739875003,4.895085877677243e-05,0.564885496183206,0.10179640718562873,0.0008512796862601964,0.0651939655172414,0.053718806465790886,0.008759408744642507,0.4509635350503539,8.899601262566883
TGT,0.08525202240199128,0.21710630232190806,0.022775461050150214,0.17469700032498667,0.07479071236771441,0.018532848661408106,0.029216145365839993,0.21815718157181568,0.26416003856350934,0.6368359829391237,0.25828493337888625,0.004716271135417189,0.001077814447948675,0.0301659125188537,0.012302692664809656,0.05069402534701267,0.020455416242782968,0.067430371868679,0.5065113845984416,3.1412909373756456e-05,0.6641221374045801,0.30389221556886226,0.0007503500359789925,0.023706896551724144,0.06075108658494896,0.027200169622438628,0.6420438136063786,10.419147934093457
TSN,0.045692950484487516,0.1370636550308008,0.0064953782885254704,0.08512486588926853,0.05030800821355236,0.004971355368998771,0.01766464359421928,0.22714954422271494,0.245119305856833,0.6380767739433889,0.25657669969251795,0.0004214540163564296,0.0006770446888341458,0.020110608345902465,0.23235840297121635,0.09776704888352443,0.00691811227523154,0.06416290648825268,0.4953883428319704,1.687195132442043e-05,0.48854961832061067,0.12275449101796407,0.0008348459373388047,0.0134698275862069,0.05518386482394881,0.009257296036589984,0.46063280791984895,7.730719207546442
WMT,0.35683171837496663,0.6936502922129205,0.15180544612487268,0.9999999999999999,0.311088295687885,0.1378843940408763,0.0909542306913713,0.22394678492239464,0.304651723306821,0.6342380767739434,0.2822002049880424,0.005348452159951834,0.0010442396908384572,0.032679738562091505,0.07729805013927576,0.047073023536511764,0.023842632350803944,0.06412400809086666,0.5173315712673108,4.328987510871031e-05,0.27480916030534347,0.14970059880239517,0.0007553491134480872,0.03125,0.10782829516042389,0.025912856472156177,0.65953644316214,4.457849453489206
APD,0.043944048359854215,0.12419049123361237,0.021346990282555364,0.019683287418694777,0.049739377665455685,0.02041539592017219,0.0180054720990427,0.4437053461443704,0.3475054229934925,0.6839162466072121,0.28343013324222754,0.004204505544127239,0.00018596530756419854,0.2790346907993967,0.035515320334261836,0.10597465298732649,0.04616588936305144,0.06781546600280068,0.5222323173921422,4.14028805526896e-05,0.6274809160305344,0.22185628742514968,0.0007619053748184744,0.2699353448275862,0.10001465058358157,0.05286124278726014,0.6702505946941506,9.858084547683646
ECL,0.04357452217974931,0.13236455536250197,0.017164069155921106,0.025915512118337196,0.04195362501974411,0.01571715621565733,0.025124420865274066,0.3406257698940625,0.4084839720414558,0.6611632415664986,0.27236077895456096,0.006612814209021122,0.00022424793006535333,0.20663650075414783,0.05199628597957289,0.09571514785757392,0.0281778065504895,0.06543099424303718,0.5377329919330414,6.19600212453387e-05,0.6045801526717558,0.15449101796407186,0.0006587347587752627,0.19019396551724138,0.16350051277042532,0.02866922109981978,0.5218175922260753,9.507419931177514
IFF,0.05721397457551782,0.1273100616016427,0.008032745930780022,0.08043460174289509,0.030184804928131415,0.0055696087292968575,0.033273239551384635,0.18827297363882728,0.13921426849843338,0.4781155486622722,0.271609156132559,0.0006221464050975866,0.00042429058758044764,0.12870789341377578,0.09633240482822655,0.05334942667471333,0.011639736289289064,0.042255329080441884,0.22827014674706086,8.402675758280436e-05,0.45038167938931295,0.19865269461077842,0.000755894989723448,0.08836206896551725,0.07271572984323875,0.015722258401611414,0.29632919769059696,7.146278180036221
LIN,0.0612321095208463,0.16585057652819457,0.06277264254280608,0.028252596380703106,0.06367082609382403,0.06023500952653448,0.02426210055777724,0.4648435575264843,0.36148469510725484,0.6969678169833269,0.2704475572258285,0.004174401685816066,0.0002161548412302457,0.30367018602312723,0.07613741875580315,0.07712733856366928,0.05977916209753069,0.07334292827135522,0.5222323173921422,8.189556373129864e-05,0.6488549618320609,0.23592814371257487,0.000747540209677398,0.30818965517241376,0.12174634956292424,0.06334527253176635,0.753251918369823,10.185371523089367
NEM,0.037353364743532756,0.12881061443689779,0.009044846295264267,0.008857372302528733,0.03528352550939819,0.00935421150857388,0.02055894856252363,0.4084749938408475,0.3642323451434081,0.675990694067468,0.32791253843525797,0.001133911996387537,0.00010506216694627135,0.1558572146807441,0.012999071494893221,0.10597465298732647,0.005398736936675078,0.06281313209895752,0.5230582858401475,4.961685685536797e-05,0.667175572519084,0.07005988023952095,0.000712259364090914,0.15301724137931036,0.05205840699321189,0.006733783640521589,0.5222911333543087,10.465903216294276
PPG,0.049159925326695705,0.1369846785657874,0.010546982595717149,0.029231210176514727,0.04680145316695623,0.009721617104843903,0.016327684263195485,0.3456762749445676,0.26772716317184864,0.6602016285381931,0.2416809019473864,0.003923536199889619,0.00037681421616261065,0.10809451985922575,0.033890436397400185,0.07893783946891972,0.02202268493440262,0.06823167885483117,0.5184053302497177,4.590946755118611e-05,0.5694656488549619,0.24086826347305385,0.0008421262030323025,0.09752155172413794,0.07891781022610733,0.023198140211119357,0.5420703887804359,8.969734185868111
SHW,0.07326873499866655,0.14776496604012002,0.024469768305884917,0.052627805794800434,0.07581740641288895,0.022002067875745376,0.04728540344953586,0.37649667405764964,0.34986743793685227,0.671027530050407,0.2855483430133242,0.01931664241633636,0.0002142402476429688,0.17848164906988437,0.06987000928505108,0.05045262522631262,0.040316294309609056,0.0667302007157305,0.5309049860961977,4.237967773462973e-05,0.5282442748091603,0.1772455089820359,0.0007374443716162494,0.16487068965517243,0.13288079308492454,0.04286374168925775,0.6621188481684523,8.338537876157071
VMC,0.045117485998755445,0.11708260938240403,0.00842669638910775,0.01569479237589676,0.044479545095561526,0.008265000227596388,0.019323843099209485,0.398669623059867,0.3687153530971319,0.6644978673904613,0.28192688759822343,0.003692739952837288,0.00015026322424589524,0.22473604826546004,0.04480037140204271,0.11261315630657816,0.033586452456763866,0.06188346040143146,0.5324192615842074,1.0944568424920095e-05,0.4793893129770991,0.1214071856287425,0.0007549641270223062,0.21066810344827588,0.16017971382526736,0.03315588605006891,0.6807361689435663,7.590453360943987
ATVI,0.048982113965685845,0.13189069657242142,0.017631685147106866,0.011072129840418188,0.050451666403411775,0.02208335229969892,0.03213425867572147,0.6132052229613205,0.38361050855627865,0.7191779759596743,0.2701742398360096,0.0029000050173097185,4.6458954535709204e-05,0.35696329813976874,0.048514391829155054,0.1783946891973446,0.012379606019368734,0.06310487007935273,0.5297761625505905,4.375607376372718e-05,0.6335877862595419,0.12964071856287424,0.0007345770846540905,0.4439655172413793,0.09669385163842359,0.013005649033000654,0.5302858649179085,9.95159511208528
CHTR,0.09447950928971464,0.2075896382877902,0.04853918045493271,0.07240610566804581,0.08722160796082765,0.018588122069696515,0.025339332526141435,0.35779748706577974,0.2689322728368282,0.6620317952694843,0.2746156474205671,0.005308313682203602,0.0005874472584962172,0.14077425842131724,0.004642525533890435,0.05817742908871454,0.057704884461414474,0.07984285047456044,0.49472756807356616,0.00012820463012964208,0.4564885496183205,0.4526946107784431,0.0008642887798119553,0.056573275862068964,0.04341456268008008,0.06629473413197233,0.5430952157761525,7.239788744437856
CMCSA,0.2681127211307672,0.4395040277997156,0.08631038171557417,0.19294943526660474,0.3158268835886905,0.059347383616961784,0.2596496990854796,0.4089677260408967,0.27958544227524706,0.6481194261341605,0.2620430474888965,0.0016356429682404298,0.00011339573613533641,0.10960281548516841,0.015784586815227482,0.04345202172601086,0.0052269814636208695,0.05863933405943675,0.4997384433247982,1.8869945560207056e-05,0.648854961832061,0.06586826347305388,0.0007366169381041233,0.08028017241379312,0.044293597694974846,0.0051927940753305375,0.5540931770085659,10.185371523089369
EA,0.0455786114321273,0.13362817880271677,0.009108903280358205,0.01893966969885108,0.0486512399305007,0.01061899714529103,0.027429246574208817,0.3919931017491992,0.2517715112075199,0.6738115548662271,0.2722924496071063,0.004505544127238975,0.00015850430099113052,0.23931623931623933,0.019962859795728878,0.10826795413397705,0.019959967762818904,0.06430683055858098,0.5253985297761624,5.8918630019752386e-05,0.548091603053435,0.14431137724550896,0.0008345701261680962,0.2683189655172413,0.07891781022610733,0.021628754032319134,0.41810637206379564,8.642447210462384
GOOG,0.428304738198951,0.7294266308640025,0.5003555162672714,0.5649256896535266,0.39486652977412723,0.5383044719438682,0.2543835994902214,0.3428184281842818,0.3394070860448301,0.6680884063590539,0.28746156474205675,0.005659525362500627,0.0006450330540246515,0.2669683257918552,0.028783658310120704,0.0824381412190706,0.01880722429943585,0.07135133032519059,0.5222873819553425,0.00018035227968367308,0.5709923664122137,0.2327844311377245,0.0007768221623009684,0.3103448275862069,0.09620549885237095,0.01791258386466553,0.689856857219113,8.99311182696852
GOOGL,0.428304738198951,0.7294266308640025,0.5003555162672714,0.5649256896535266,0.39486652977412723,0.5383044719438682,0.2543835994902214,0.3428184281842818,0.3394070860448301,0.6680884063590539,0.28746156474205675,0.005639456123626511,0.0006450330540246515,0.2669683257918552,0.028783658310120704,0.0824381412190706,0.018706483108509822,0.07135133032519059,0.5222873819553425,0.00018035227968367308,0.5709923664122137,0.2327844311377245,0.0007768221623009684,0.30926724137931033,0.09591248718073936,0.017812249163246453,0.6846269649824908,8.99311182696852
META,0.09092363765668059,0.47761017216869367,0.2579510732747852,0.06885219240957202,0.13506555046596114,0.26856373674251044,0.11828875316861016,0.481719635378172,0.3573391178597253,0.6866614967041488,0.27154082678510416,0.005629421504189454,9.087382606277981e-05,0.33333333333333337,0.018337975858867223,0.08883524441762221,0.04561594155029132,0.06158783258129765,0.5319236805154042,5.7542233990654935e-05,0.4122137404580152,0.2140718562874251,0.000734398956606341,0.3744612068965517,0.10719343653855545,0.03470444804555574,0.6294459015092563,6.5618371525259995
MTCH,0.040754022579784874,0.11972832096035381,0.002667973429162583,0.01066330105072057,0.0385247196335492,0.0027539162835460815,0.012998972549109478,0.41793545208179345,0.25982164376958305,0.6752307095773555,0.2491971301674069,0.01041593497566605,0.00014350202660193674,0.24886877828054302,0.013695450324976786,0.07278213639106819,0.005301298735615478,0.06355220164929205,0.5527931499683377,4.237967773462973e-05,0.4473282442748091,0.13907185628742513,0.0008226757694312848,0.22252155172413796,0.09137080627044976,0.005957609535204231,0.5152624606872074,7.099522897835403
NFLX,0.06655156902835808,0.1600852945822145,0.06245876331584577,0.03110795965992978,0.06441359974727531,0.06177291082773555,0.06744992290935387,0.44109386548410934,0.3531935406121957,0.6881582008530438,0.2827468397676802,0.007947418594149817,0.00014072725328704273,0.31121166415284063,0.04317548746518105,0.087990343995172,0.06817866532785477,0.06605336860121364,0.5008672668704055,6.307001804299793e-05,0.5358778625954198,0.16047904191616766,0.0007605550492952132,0.3254310344827586,0.1655027591932412,0.06298179587756896,0.517064238946272,8.455426081659116
NWSA,0.05204729309271936,0.13189069657242142,0.0019665494423839447,0.030184070977699727,0.027986416048017687,0.0022759638706992416,0.008607670360142544,0.27728504557772843,0.21359363702096895,0.6492904226444358,0.41674069012640924,0.0008128041744016857,0.000593533261300218,0.06334841628959276,0.3205663881151346,0.04912492456246228,0.0015590112169535863,0.06000466780768632,0.5066490460064424,7.749997641256804e-05,0.41832061068702286,0.21556886227544908,0.0008396668867601501,0.05495689655172414,0.09972163891194999,0.0014785170152508743,0.5420795845239001,6.655347716927635
