Date,ALB,APD,CE,CF,CTVA,DD,DOW,ECL,EMN,FCX,FMC,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PPG,ROP,SHW,STLD,VMC
2020-03-27,53.4211311340332,178.2292022705078,65.8565902709961,23.568632125854492,22.276351928710938,31.651935577392578,24.206050872802734,151.97340393066406,41.96257019042969,5.990075588226318,71.70336151123047,100.60743713378906,159.2807159423828,40.18861389160156,176.83322143554688,9.490156173706055,41.483062744140625,30.811960220336914,80.32930755615234,299.80303955078125,148.83709716796875,18.717370986938477,96.25756072998047
2020-03-30,53.98427200317383,190.55584716796875,68.47164154052734,24.555654525756836,23.120952606201172,31.455446243286133,24.282331466674805,155.75631713867188,42.99199295043945,6.028720378875732,77.78372192382812,98.59019470214844,168.2850799560547,40.33505630493164,175.17437744140625,9.586016654968262,41.49201583862305,32.64719009399414,81.19873809814453,311.2444763183594,156.0157012939453,20.389225006103516,98.82869720458984
2020-03-31,54.731903076171875,185.37379455566406,67.81556701660156,25.090681076049805,22.5546817779541,31.904544830322266,24.782386779785156,150.38107299804688,42.06189727783203,6.5214524269104,76.8895492553711,93.17736053466797,164.66812133789062,40.375732421875,184.6493377685547,10.372069358825684,40.52541732788086,33.67559051513672,79.00621032714844,305.7051086425781,148.791748046875,21.0523681640625,104.85388946533203
2020-04-01,53.24636459350586,175.780517578125,62.88117599487305,23.845373153686523,21.60450553894043,30.426273345947266,22.91777801513672,141.5703125,41.09568405151367,6.096350193023682,72.4469223022461,91.9450912475586,153.12228393554688,36.63346862792969,181.61460876464844,9.691462516784668,41.59046173095703,33.56341552734375,75.5000991821289,287.9104919433594,137.6077423095703,20.49197006225586,103.93215942382812
2020-04-02,52.10064697265625,180.62823486328125,63.38938903808594,23.70700454711914,21.345369338989258,30.416912078857422,23.756851196289062,146.8394317626953,40.97829818725586,6.173641681671143,69.82087707519531,90.53025817871094,156.18722534179688,37.357521057128906,175.98431396484375,9.413466453552246,43.16566467285156,33.600799560546875,76.29393005371094,299.0970764160156,141.47068786621094,19.88486671447754,104.1068115234375
2020-04-03,51.168548583984375,173.29171752929688,62.00333786010742,23.77157211303711,21.710081100463867,29.8181209564209,23.705997467041016,142.1107177734375,40.71642303466797,6.106011867523193,66.71480560302734,90.27469635009766,154.32162475585938,37.50395202636719,165.4066925048828,9.528499603271484,42.19906234741211,33.32968521118164,76.01041412353516,293.8126220703125,136.00497436523438,19.59532928466797,96.25756072998047
2020-04-06,55.2756233215332,180.03390502929688,66.96546173095703,25.367416381835938,23.28411293029785,33.11149215698242,25.884204864501953,151.88650512695312,45.31271743774414,6.946554660797119,73.44461822509766,99.49383544921875,167.4474639892578,40.57911682128906,172.67633056640625,10.860956192016602,44.84824752807617,35.06862258911133,81.86971282958984,306.4992980957031,148.5002899169922,21.108409881591797,100.0997085571289
2020-04-07,55.34359359741211,187.62120056152344,70.07947540283203,26.714195251464844,23.543251037597656,34.86109161376953,27.40131950378418,153.54638671875,47.74179458618164,7.333011150360107,74.77175903320312,104.0760269165039,171.27386474609375,42.01907730102539,180.93153381347656,11.186881065368652,44.7140007019043,34.8909912109375,86.08464813232422,302.5740966796875,150.03192138671875,21.285871505737305,104.70834350585938
2020-04-08,60.02351760864258,200.3719940185547,75.75310516357422,27.525951385498047,25.002107620239258,36.35809326171875,29.48629379272461,164.83726501464844,51.055816650390625,7.758112907409668,78.00020599365234,110.67549896240234,177.93673706054688,45.12677764892578,192.00682067871094,11.311500549316406,45.22414779663086,36.508384704589844,88.22046661376953,312.3648986816406,158.1139373779297,21.949007034301758,109.6080551147461
2020-04-09,65.07240295410156,203.6781005859375,77.53651428222656,28.6052188873291,26.80648422241211,38.15447235107422,30.9864559173584,173.57078552246094,53.9183349609375,7.91269588470459,84.71122741699219,116.26175689697266,180.35443115234375,47.941612243652344,203.15036010742188,12.433063507080078,51.29221725463867,36.8636589050293,91.83055877685547,309.7822265625,159.3572998046875,22.378650665283203,109.73419189453125
2020-04-13,61.47022247314453,200.77133178710938,75.8639907836914,27.59052276611328,25.491592407226562,35.85285186767578,29.85921287536621,168.55264282226562,52.31098937988281,8.01897144317627,81.53925323486328,109.59840393066406,177.1466827392578,47.217567443847656,192.7874298095703,11.694941520690918,53.4939079284668,36.265316009521484,88.53234100341797,309.06536865234375,158.40208435058594,22.107789993286133,106.17340850830078
2020-04-14,61.82947540283203,205.04324340820312,75.13398742675781,27.719669342041016,25.376420974731445,35.95576858520508,29.97787094116211,174.47796630859375,50.91133499145508,8.03829288482666,81.576904296875,111.69780731201172,180.6970672607422,47.7056884765625,198.27142333984375,11.67576789855957,53.6013069152832,35.88199234008789,87.69123077392578,313.9166259765625,163.32057189941406,21.68748664855957,109.12295532226562
2020-04-15,56.557254791259766,198.57034301757812,69.4696044921875,25.93933868408203,24.483829498291016,33.2799072265625,27.31656265258789,168.55264282226562,46.9561767578125,7.41030216217041,79.10147094726562,107.14301300048828,172.42562866210938,42.873287200927734,189.45022583007812,10.899299621582031,52.10667419433594,33.21747970581055,83.61808013916016,308.4466247558594,159.52890014648438,20.407909393310547,106.9011001586914
